source,target
"producers still go in profit, but people have more access to culture destination.","producers still make in profit, but people have more access to culture achievement."
producing of electronic books slowly rised. ,producing of electronic books slightly rised. 
producing only food for the population really stops the process of technological and economical development taking us back to the 18 and 19 centuries. ,producing only food for the population really hinders the process of technological and economic development taking us back to the 18 and 19 centuries. 
"products that was transported by rail in small parties is machinery, food products and chemicals. ","products that was transported by rail in small proportions is machinery, food products and chemicals. "
"products that was transported in small parties is metals, chemicals, non-metallic minerals and machinery manufactured goods and food products was transported in big parties. ","products that was transported in small proportions is metals, chemicals, non-metallic minerals and machinery manufactured goods and food products was transported in big parties. "
"professional athletes put all their lives to achieve success, and all their aspirations are connected with sport triumphs. ","professional athletes devote all their lives to achieve success, and all their aspirations are connected with sport triumphs. "
"profit decreased rapidly and reached 10 percent in 2015, blackberry and htc remained quiet steady all this period of time. ","profit decreased rapidly and reached 10 percent in 2015, blackberry and htc remained quite steady all this period of time. "
progress is coming in all spheres. ,progress is achieved in all spheres. 
projections for 2050 shows that amounts of elder people will raise and percentage of people under 59 will reduce. ,projections for 2050 shows that amounts of the elder will raise and percentage of people under 59 years old will reduce. 
proportion in japan and sweden was slightly raising and increased for more than twice. ,proportion in japan and sweden rose slightly and increased for more than twice. 
proportion in japan has been in decline for 60 years but than becomes higher than in sweden and usa.,proportion in japan has been in decline for 60 years but then becomes higher than in sweden and usa.
proportion of population in sweden and usa in 1940 was about 8 percent and will gradually rise up to 25 percent in 2040. ,the percentage of population in sweden and usa in 1940 was about 8 percent and will gradually rise up to 25 percent in 2040. 
"proportions of metals, chemicals and non-minerals are nearly the same level with figures 11 percent , 16 percent and 13 percent accordingly.","proportions of metals, chemicals and non-metallic minerals are nearly the same  with figures 11 percent , 16 percent and 13 percent respectively."
"providing more places for sport facilities government finds not only the solution for improving public health, but also create new options for spending spare time. ","providing more places for sport facilities government gives not only the solution for improving public health, but also create new options for spending spare time. "
"public generally tend to believe that computers and sitting lifestyle cause a healthy problems, such as: a decreasing quality of seeing, diseases of eyes. ","people generally tend to believe that computers and sedentary lifestyle cause a problems with health, such as: poor eyesight, diseases of eyes. "
"pursuant to investigation the proportion of old persons reached 27 percent in japan, 25 percent in sweden and 22 percent in usa in 2040. ","pursuant to investigation the proportion of eldery people reached 27 percent in japan, 25 percent in sweden and 22 percent in usa in 2040. "
"quantity had fallen from 32,7 millions to 9,9 millions. ","number had fallen from 32,7 millions to 9,9 millions. "
quantity of air travel should adjusted by government in order to support environment. ,number of air travel should adjusted by government in order to support environment. 
"quantity of girls became almost 5 times less and reached 4.8 millions instead of 21.6, while number of boys reduced from 11.1 millions to 5.1. ","number of girls became almost 5 times less and reached 4.8 millions instead of 21.6, while number of boys reduced from 11.1 millions to 5.1. "
quantity of individuals who are older 60 is predicted with growing almost 20 per cent. ,quantity of individuals who are older years old is predicted with growing almost 20 per cent. 
radiation influences a lot of health maintainance. ,radiation influences badly of health maintainance. 
railway and roadway transportation are contained on different kind of material for transportation materials in countries of eastern europe.,railway and roadway transportation depends on  kind of material for transportation materials in countries of eastern europe.
railway system in tokyo takes more passengers at 50 times then railway in kyoto. ,railway system in tokyo takes more passengers at 50 times than railway in kyoto. 
railway system was open in 1900 and today have one hundred ninety nine kilometres. ,railway system was open in 1900 and today is one hundred ninety nine kilometres long. 
railway systems in kyoto and los angeles were built in the last three decades and their underground trains carry only about 50 million people per year while the route length is about 11 kilometres in kyoto and 28 kilometres in los angeles.,railway systems in kyoto and los angeles were built in the last three decades and their underground trains carry only about 50 million passengers per year while the route length is about 11 kilometres in kyoto and 28 kilometres in los angeles.
"rates of women workers in this sphere is almost equal, is 49 percent. ","rates of female workers in this sphere is almost equal, is 49 percent. "
"rating for worldwide consists of 5,9 percent. ","worldwide rating consists of 5,9 percent. "
recent studies show that the quality of crimes committed by young people has significantly increased. ,recent studies show that the quantity of crimes committed by young people has significantly increased. 
recent years there are polemics about how to improve public health. ,"recently, there are polemics about how to improve public health. "
recently some countries have become concerned about the invention of a system which could provide people with guaranteed income. ,recently some countries have become concerned with the invention of a system which could provide people with guaranteed income. 
recently the world is facing the problem of global air pollution and global warming. ,nowadays the world is facing the problem of global air pollution and global warming. 
"recently, there has been a considerable discussion whether universities should provide male and female with equal number of places in every subject. ","recently, there has been a considerable discussion whether universities should provide male and female with equal number of vacancies in every subject. "
"reduce the amount of air travel can be not useful, and this is too hard way in my point of view and point of view of a lot of people. ","reduce the amount of air travel can be not useful, and this is too complicated way in my point of view and point of view of a lot of people. "
reducing health tone may be caused by variety of factors. ,the decrease of health tone may be caused by variety of factors. 
reducing the amount of air travel can decrease the appearance of people in crowded places. ,reducing the number of air travel can decrease the attendance of people in crowded places. 
reducing the number of cars can help to decrease burning a lot of fuel and then to decline the harmful consequences. ,reducing the number of cars can help to decrease the amount of burnt fuel and then to alleviate harmful consequences. 
"reducing the number of flights will make our air more fresh, clear and prevent from the disaster of global warming. ","the reduction of the number of flights will make our air more fresh, clear and prevent from the disaster of global warming. "
"regard for the rate of middle east, latin america, there is increasing trend, with the share of unemployment is accounting for 11 in 2014 and 9,6 in 2015 in the former region. ","regarding the rate of middle east, latin america, there is increasing trend, with the share of unemployment is accounting for 11 in 2014 and 9,6 in 2015 in the former region. "
"regarding china, in 2014 the majority of market was print, (4.8 billion of us dollars) followed by ebook (0.5 billion of us dollars). ","regarding china, in 2014 the most of market was print, (4.8 billion of us dollars) followed by ebook (0.5 billion of us dollars). "
"regarding germany and china, these ratios was similar and accounted for approximately 5 billion of dollars. ","regarding germany and china, these levels was similar and accounted for approximately 5 billion of dollars. "
"regarding germany in 2018, people will spend the same number of money on print books (6 billion us dollars), in 2014, with people will spending more money on ebook (1,5 billion us dollars, which is 0,5 more than in 2014). ","regarding germany in 2018, people  spend the same amount of money on print books (6 billion us dollars), in 2014, with people will spending more money on ebook (1,5 billion us dollars, which is 0,5 more than in 2014). "
"regarding master's degree, around 60 percent of males completed it, which was 20 per cent more than the number of females who did it. ","regarding master's degree, around 60 percent of males completed it, which was 20 per cent more than the level of females who did it. "
"regarding south africa, in 2000 boys were amounting up to 11,1 millions and then decreased in 2 times. ","regarding south africa, in 2000 boys were amounting up to 11,1 millions and then halved by half. "
"regarding sports and health courses,it can be seen that they were widely attended among 26-40 years olds students, while other groups, who were above 40 years and 18-25 years olds represented 23 percent and 15 percent respectively in the 2012. ","regarding sports and health courses,it can be seen that they were widely attended among 26-40 years olds students, while other groups, who were above 40 years and 18-25 years olds constituted 23 percent and 15 percent respectively in the 2012. "
"regarding the first chart, the most transfered goods by rail can be called metals, which appear to be 35 percent from all of the goods and manufactured items - 25 percent . ","regarding the first chart, the most transfered goods by rail can account for considered metals, which appear to be 35 percent from all of the goods and manufactured items - 25 percent . "
"regarding the information on ebooks, we observe insignificant growth in germany, china and the uk, while the profits in the usa will raise drastically: from 5,5 to 8,5 in 2014 and 2018 respectively. ","regarding the information on ebooks, we observe insignificant growth in germany, china and the uk, while the profits in the usa will rise drastically: from 5,5 to 8,5 in 2014 and 2018 respectively. "
"regarding to the instagram, there is a same pattern with some differences: the number of users from 18 to 29 is substantially bigger than the other age categories and it is 53 per cent. ","regarding the instagram, there reaches a same pattern with some differences: the number of users from 18 to 29 is substantially bigger than the other age categories and it is 53 per cent. "
"regarding to the bar charts, the highest percentages of unemployment rate was 12,5 percent in n. africa over a 1-year period from 2014 to 2015. ","looking at the bar charts, the highest percentage of unemployment was 12,5 percent in n. africa over a 1-year period from 2014 to 2015. "
"regarding to the chart, almost in every region girls are less access to the school education than boys. ","regarding to the chart, almost in every region girls had less access to the school education than boys. "
"regarding to the goods transported by rail the most popular goods were metals, which was 35 percent , and manufactured goods (25 percent ). ","regarding to the goods transported by rail the most popular goods were metals, which had 35 percent , and manufactured goods (25 percent ). "
"relationships in family are the most important thing determining young's behaviour in future, so parents should behave respectfully to their child thoughts and personality as well as teachers. ","relationships in family are the most important thing determining young's behaviour in future, so parents should be respectful to their child thoughts and personality as well as teachers. "
"relatively the narrow range of differences in proportion of males and females was in bachelor's degrees where it was less that 10 percent in favour of women, who slightly exceeded 50 percent . ","relatively the narrow range of differences in proportion of men and women was in bachelor's degrees where it was less that 10 percent in favour of women, who slightly exceeded 50 percent . "
"relatives, in their order, should take more care of their children and control them. ","relatives, in their turn, should take more care of their children and control them. "
"remarkable, that the tokyo metro isn't the largest one but it has the biggest quantity of people and it's about 1927 millions. ","remarkable, that the tokyo metro isn't the largest one but it has the biggest quantity of passengers and it's about 1927 millions. "
"remarkably, there appeared new aims of visiting public libraries in 2000, such us reading journals. ","remarkably, there appeared new aims of visiting public libraries in 2000, such us reading magazines. "
rest of world also improves the statistic but not so great - from 12.8 to 7.6 millions and from 10.5 to 7.7 millions for girls and boys accordingly so it achieves almost equally numbers for boys and girls.,rest of world also improves the statistic but not so great - from 12.8 to 7.6 millions and from 10.5 to 7.7 millions for girls and boys respestively so it achieves almost equally numbers for boys and girls.
rest of world had better situations of economy and education in contrast of africa and south asia. ,rest of world had better situations of economy and education in contrast to africa and south asia. 
"results in south asia i fantastic their number fell from 32,7 to 9,9. ","results weren south asia i fantastic their number fell from 32,7 to 9,9. "
"right after the 19th century feminist movement women acquired many rights firstly reserved specifically for men, including the right to study. ","right after the 19th century feminist movement women acquired many rights earlier reserved specifically for men, including the right to study. "
"right now there is big argument in society about air pollution and global warming, because of the great amount of flights. ","right now there is significant argument in society about air pollution and global warming, because of the great number of flights. "
rio de janeiro has the same temperature regime last all year. ,rio de janeiro has the same temperature regime during year. 
rules of society can be very strict to people that have characteristics that can't be somehow applied in society. ,rules of society can be very strict to people that have characteristics that can't be approved of by society. 
russian people prefer to stay child with grandparents. ,russian people prefer to leave child with grandparents. 
"secondly, i am sure that the variety of designs of different buildings can make them look brighter and rise people's mood. ","secondly, i am sure that the variety of designs of different buildings it is possible to make them look brighter and improve people's mood. "
sad people are ineffective people. ,sad people are unproductive people. 
"samsung shown the same result in the early, but then the profit increased to 41 percent in 2013. ","samsung shown the same result in the beginning, but then the profit increased to 41 percent in 2013. "
"satisfied, honest, respectable and obedient society cutting down political, economical and other negative factors. ","satisfied, honest, respectable and obedient society while minimizing political, economical and other negative factors. "
"saying ""you"" i mean ""parents"", because if parents would like to improve some characteristics of their child, of course, they can. ","saying ""you"" i mean ""parents"", because if parents want to improve some characteristics of their child, of course, they can. "
"saying about predictions, the usa and the uk will be considered to show similar patterns in 2018, with both gradually decreasing in the amount of invested money on printed books and increasing in it on ebooks. ","talking about predictions, the usa and the uk will be predicted to show similar patterns in 2018, with both gradually decreasing in the amount of invested money on printed books and increasing in it on ebooks. "
"saying that i mean two genders will have to mix during the class hours while doing some tasks and, hence, will have to find a common language. ","saying that i mean two genders will have to interact during the class hours while doing some tasks and, hence, will have to find a common language. "
schools make equal level of influence on our children. ,schools have equal level of influence on our children. 
schools must solve them in union with parents.,schools must solve them together with parents.
schools should be able to have a permission to punish their students for bad behaviour and after few punishments a student undoubtedly will understand the things he did wrong. ,schools should be able to have a permission to punish their students for bad behaviour and after few punishments a student undoubtedly will understand what or which things he did wrong. 
"science courses with a total number of students 650, art courses 10 students fewer that science and sports and health courses with 630 in total. ","science courses with a total number of students 650, art courses 10 students fewer than science and sports and health courses with 630 in total. "
scientific researches shows that our personality depends on the characteristics which we get when born but not the experience which we have in our life. ,scientific researches shows that our personality depends on the characteristics which we get in the moment of the birth but not the experience which we have in our life. 
"scientist proved that travelling by air could be harmful for the environment, it causes air pollution and may lead to a global warming effect. ","scientist proved that travelling by air could be harmful for the environment, it causes air pollution and may lead to a global warming . "
"scientist recommend to use any special headset, such as distantive microphones or bluetooth speakers. ","scientist recommend to use any special headset, such as wireless microphones or bluetooth speakers. "
"scientists believe that spend long time watching tv, playing computer games or chatting online in telephone can be harmful for human vision. ","scientists believe that spend a lot of time time watching tv, playing computer games or chatting online in telephone can be harmful for human vision. "
scientists claim that it is a fact that some people do not necessarily need to have a high income to be free and it is essential for them to feel an amount of leisure time behind their backs. ,scientists claim that it is a fact that some people do not necessarily need to have a high income to be free and it is essential for them to have an amount of leisure time behind their backs. 
scientists knew that overusing mobile phones can be causing of developing cancer.,scientists knew that overusing mobile phones can be the reason of developing cancer.
scientists made a conclusion that the most common human disease in 21st century is a depression. ,scientists have come to a conclusion that the most common human disease in 21st century is a depression. 
"scientists made a lot of research, that mentioned much profitable work strategies with children of men, either woman. ","scientists did a lot of research, that mentioned much profitable work strategies with children of men, rather woman. "
"scientists maintain that if modern technologies become more popular, it will cause to the rise of health problems. ","scientists maintain that if modern technologies become more popular, it will cause to the increase of health problems. "
scientists search through better methods of education that can help to eliminate conflicts. ,scientists search through better methods of education that can help to evoid conflicts. 
screen compel eyes good unhealth eyesight the rest of your life. ,screen leads to loosing eyesight for the rest of your life. 
second advantage - environmental pollution bills. ,second advantage - environmental pollution taxes. 
second chart show that in germany printed book value in 2014 and 2018 located on six billions us dollars. ,second chart show that in germany printed book value in 2014 and 2018 amount to six billions us dollars. 
"second diagram shows than food products it's the most popular kind for road transportation, while machinery minimum used there. ","second diagram shows than food products it's the most popular kind of goods for road transportation, while machinery goods minimum used there. "
second graph pictures the completely different climate of the rio de janeiro where temperature fluctuates during the year. ,second graph depicts the completely different climate of the rio de janeiro where temperature fluctuates during the year. 
second is that the raising of facilities is not enough to effect on public health. ,second one is that the raising of facilities is not enough to have effect on public health. 
second level are taken manufactured goods. ,the second position are taken manufactured goods. 
"second of all, according to the teachers, children who stay most of their time outside at natural world are kinder as they notice the beauty of natural world, while children who stay at home playing computer games are quite angry and aggressive, so that is the reason why children should learn how to appreciate nature. ","second of all, according to the teachers, children who stay most of their time close to nature are kinder as they notice the beauty of natural world, while children who stay at home playing computer games are rather angry and aggressive, so that is the reason why children should learn how to appreciate nature. "
second part of people sure that the best way to improve public health is by developing health care service. ,second part of people claim that the best way to improve public health is by developing health care service. 
second picture demonstrate the dramatically spendings of the electricity for heating rooms and water. ,second picture demonstrate the dramatically consumption of the electricity for heating rooms and water. 
second point which should be emphasized is that in all 4 countries the amount of money connected with the ebook market will also grow up. ,second point which should be emphasized is that in all 4 countries the amount of money connected with the ebook market will also grow. 
"second problem is that some people so attracted by their work, that when they have been ill, they didn't want to have a normal help by doctors and didn't go to the hospital. ","second problem is that some people so attracted by their work, that when they get been ill, they didn't want to have a normal help by doctors and didn't go to the hospital. "
second problem is wasting our planet. ,second problem is polluting our planet. 
"second reason is economical and food stability, when other countries have less influence to our country and it gives us something like shield. ","second reason is economical and food stability, when other countries have less influence to our country and it gives us some protection. "
"second result shows sweden, and after that usa.","sweden will be the second, and after that usa."
"second thing is the question about leisure, friends, family - the other world. ","the second thing is the question about leisure, friends, family - the other world. "
"second we are all know that life is better when you can have something for free, because not everyone can afford to buy cd's or dvd for high price because video and music shops make percent for each cd or dvd, so it's better to find things in the internet just put the 'free' word searching. ","second we are all know that life is better when you can have something for free, because not everyone can afford to buy cd's or dvd for high price because video and music shops makesome profitfor each cd or dvd, so it's better to find things in the internet just put the 'free' word searching. "
"second, i personally do not think that the fact that musicians or producers lose huge amounts of money from pirate copies can be named as a reason for punishment of those who do it. ","second, i personally do not think that the fact that musicians or producers lose huge amounts of money from pirate copies can be named as a reason for punishing those who do it. "
"second, i think, that population don't want to eat same food every day, if it is greatest testy food in the world. ","second, i think, that people don't want to eat same food every day, if it is greatest testy food in the world. "
"second, film makers now earn fantastic amounts of money by demonstrating their films in cinemas, and what about musicians, their main source of income is their concerts. ","second, film makers now earn fantastic amounts of money by demonstrating their films in cinemas, and if we speak about musicians, their main source of income is their concerts. "
"second, it is need to say that the worldwide unemployment rate, as we see didn't grow or decline. ","second, it is need to say that the worldwide unemployment rate, as we can see didn't grow or decline. "
"second, it is very important to improve and develop a medicine. ","second, it is very important to improve and develop pharmacy. "
"second, teachers in schools can start a course about crimes where would be explained about consequences of committing a crime and how to deal with problems in legal ways. ","secondly, teachers in schools can start a course about crimes where would be explained about consequences of committing a crime and how to deal with problems in legal ways. "
"second, the maximum level of uneducated children was in africa, while there was a bigger access to knowledge in the rest of world. ","second, the biggest level of uneducated children was in africa, while there was a bigger access to knowledge in the rest of world. "
"second, the use of illegal pirate copies shortens the amount of time, spent on finding the necessary information, which often tends to be rare among the legal variety of possible offers. ","second, the use of pirate copies shortens the amount of time, spent on finding the necessary information, which often tends to be rare among the legal variety of possible offers. "
"second, there are a lot of people who cannot allow themselves to spend too much money on these things. ","second, there are a lot of people who cannot afford to spend too much money on these things. "
"second, there are reasons to suppose that the ones who are now out will try not to defy the law in case not to return back and spend there more time. ","second, there are reasons to suppose that people who are now out will try not to defy the law in order not to return back and spend there more time. "
"second, we should always read instructions from creators of technology in order to know all possible cases and the ways of their solving. ","second, we should always read instructions from manufactures of equipment in order to know all possible consequences and the ways to prevent them. "
"secondary, i think that the government should spend more money on researches of how to make transports more ecological. ","secondly, i think that the government should spend more money on researches of how to make transports more ecological. "
"secondary, a good point is a transformation of developing country. ","secondly, a good point is a transformation of developing country. "
"secondary, investors are not interested in activities, where they pay a huge amounts of money and other people just ""steal"" their production and money. ","secondary, investors are not interested in projects, where they invest a huge amounts of money and other people just ""steal"" their production and money. "
"secondary, it's necessary to pay attention to the fact that yemen in 2000 had an extremely small percentage of 60 plus years old people. ","secondary, it's necessary to pay attention to the fact that yemen in 2000 had an extremely small percentage of people over the age of 60. "
secondly i can say that people are getting more overweight because of their passive lifestyle. ,secondly i can say that people gain more weight because of their passive lifestyle. 
secondly the pirate copies can used by people in many places like restaurants and other can think that it is original. ,secondly the pirate copies can used by people in many places like restaurants and other can pretend it is their own music. 
"secondly it is save, as accidents happen very seldom. ","secondly it is save, because accidents happen rarely. "
"secondly the table shows that tokyo metro is much smaller and lower development than metro in london, but it takes 1927 millions passenger per year and this is because of in tokyo population is much higher than in london . ","secondly the table shows that tokyo metro is much smaller and less development than metro in london, but it takes 1927 millions passenger per year and this is because of in tokyo population is much higher than in london . "
"secondly, americans' income graph starts with the 38 percent of difference in 1980 and it falls within the period of the survey, when it becomes the point of 20 percent in 1995. ","secondly, americans' income graph starts with the 38 percent difference in 1980 and it falls within the period of the survey, reaching the point of 20 percent in 1995. "
"secondly, british and usa have the rich money source. ","secondly, british and usa have the large money source. "
"secondly, i am not agree with this topic. ","secondly, i am not agree with this point of view. "
"secondly, i am sure that air travelling is not the main cause of warming and environmental pollution. ","secondly, i am sure that air travel is not the main cause of global warming and environmental pollution. "
"secondly, i believe that gender should not play an important role when you apply for university. ","secondly, i believe that gender should not play an important role when you enter a university. "
"secondly, i believe that punishing of such illegal actions can lead to the decreasing of some strange situations when other people change the music and make it the own product. ","secondly, i believe that punishing of such illegal actions can lead to the decrease of some strange situations when other people change the music and make it the own product. "
"secondly, i guess that if the persons do not want to study, he will use any suitable situation to avoid it. ","secondly, i guess that if the people do not want to study, he will use any suitable situation to avoid it. "
"secondly, i ponder that it is not so hard to build a skyscraper, for example, which is not only served its purpose but has a beautiful outlook, i think that the underlying reason why the architects become architects, it's because they want to do our city and world, in general, more beautiful and interesting. ","secondly, i think that it is not so hard to build a skyscraper, for example, which is not only served its purpose but is beautiful as well, i think that the underlying reason why the architects become architects, it's because they want to make our city and world, in general, more beautiful and interesting. "
"secondly, i think that people shouldn't make a strong accent on students sex - i mean partly feminists: if there are equal opportunities for everybody to study any subject - people should choose what they like. ","secondly, i think that people shouldn't make a strong accent on students sex - i mean especially feminists: if there are equal opportunities for everybody to study any subject - people should choose what they like. "
"secondly, i would like to notice that southern asia has a very low level of unemployment. ","secondly, i would like to note that southern asia has a very low level of unemployment. "
"secondly, i'm sure that there is not a big necessity to accept equal proportion because it is not important how many male and female students will be, more serious how. ","secondly, i'm sure that there is not a big need to accept equal proportion because it is not important how many male and female students will be, more important how. "
"secondly, japan citizens always was very young because in their population 65-years people was not over then 5 percent . ","secondly, japan citizens always was very young because in their population  people was not over then 5 percent . "
"secondly, south asia has the lowest amount of children with this problem in the end of period, comprising 4,8 millions to 7,6 in the rest of world and to 18,2 in africa among girls. ","secondly, south asia has the lowest number of children with this problem in the end of period, comprising 4,8 millions to 7,6 in the rest of world and to 18,2 in africa among girls. "
"secondly, a huge part of the federal budget comes to help citizens of our countries. ","secondly, a huge part of the federal budget is spent to help citizens of our countries. "
"secondly, a lot of modern people have a constant headache, because of permanent influence of modern gadgets, which produce various harmful vibrations. ","secondly, a lot of modern people have a constant headache, because of unceasing influence of modern gadgets, which produce various harmful vibrations. "
"secondly, a shortage of physical exercise related to a widespread use of various types of devices has resulted in an increasing concern about the obesity problem. ","secondly, a lack of physical exercise related to a widespread use of various types of devices has resulted in an increasing concern about the obesity problem. "
"secondly, after school we are accustomed to learn much and our memory is active which contributes to bring more and more at easy with studies. ","secondly, after school we are accustomed to learn much and our memory is active which contributes to being more and more at easy with studies. "
"secondly, against this point of view there is a lot of disagreements. ","secondly, opposite this point of view there is a lot of disagreements. "
"secondly, air transport is very safety. ","secondly, air travel is very safe. "
"secondly, airplane is the most non-dangerous transport. ","secondly, airplane is the most non-dangerous kind of transport. "
"secondly, all countries will have their own features on the market and it will attract travelers to buy new food because it is clearly now food-traveling is very developed. ","secondly, all countries will have their own market share and it will attract travelers to buy new food because it is clearly now food-traveling is very developed. "
"secondly, all famous buildings which was created many years ago as the houses for reach people now have transformed into museums, theatres or galleries. ","secondly, all famous buildings which was created many years ago as the houses for rich people now have transformed into museums, theatres or galleries. "
"secondly, all humanity is depend for consistency of atmosphere and can suffer for cause of such huge quality of air travel, plants, birds over animals should have clean air. ","secondly, all humanity is depend for consistency of atmosphere and can suffer for cause of such huge quantity of air travel, plants, birds over animals should have clean air. "
"secondly, an information era, where we live, consists of different technologies providing the information around the world. ","secondly, an information era, where we live, involves different technologies providing the information around the world. "
"secondly, another big health problem could be caused by radiation produced by computers. ","secondly, another big health problem could be caused by radiation emitted by computers. "
"secondly, another main problem is environment. ","secondly, another important problem is environment. "
"secondly, artists can also have some benefits using free access to their products. ","secondly, artists can also have some benefits thanks to free access to their products. "
"secondly, as far as i consider, the level of education will grow up. ","secondly, as far as i consider, quality education will grow up. "
"secondly, by doing business in poorer countries international companies help to develop their economies. ","secondly, by doing business in developing countries international companies help to develop their economies. "
"secondly, companies allow themselves to double the amount of production. ","secondly, companies allow themselves to double the number of production. "
"secondly, coping and sharing music and videos are the business than ever before. ","secondly, copying and sharing music and videos are the business than ever before. "
"secondly, decrease of import products may has really bad impact on some countries. ","secondly, decrease of import products may make a really bad impact on some countries. "
"secondly, during the whole period of its existence, humanity did not provide any more effective ways to stop criminals than punishment - and if this punishment is stricter, the criminals would afraid to get in prison. ","secondly, during the whole period of its existence, humanity did not provide any more effective ways to stop criminals than punishment - and if this punishment is stricter, the criminals would be afraid to get in prison. "
"secondly, even if the university will accept equal proportion of males and females, some students will fail exams not reached the end of study, and the proportion will be ruined. ","secondly, even if the university will accept equal proportion of males and females, some students will fail exams not complete the end of study, and the proportion will be ruined. "
"secondly, food market is one of the largest so there is no economical profit of closing market to produce only for own population. ","secondly, food market is one of the largest so there is no economical profit of making market to produce only for own population. "
"secondly, gadgets give birth to some mental issues. ","secondly, gadgets lead to some mental issues. "
"secondly, giving migrants or inhabitants of remote areas the opportunity to receive a well-rounded education only increases the amount of great minds ready to solve contemporary issues and develop our world further. ","secondly, giving migrants or inhabitants of remote areas the opportunity to receive a well-rounded education only increases the amount of great minds ready to solve contemporary issues and move our world further. "
"secondly, government can provide different policies which will make investors more interested in building sport areas or sport center for everyone. ","secondly, government can lead different policies which will make investors more interested in building sport areas or sport center for everyone. "
"secondly, governments need to produce the food themselves and they must not buy the food from other countries because the people can get the genetical modified food from foreign countries. ","secondly, governments need to produce the supplies themselves and they must not buy the food from other countries because the people can get the genetical modified food from foreign countries. "
"secondly, if countries will not produce the food that their own population eats and will rake a much time and during this time the countries can produce this foods their own population eats. ","secondly, if countries will not produce the food that their own population eats and will save a much time and during this time the countries can produce this foods their own population eats. "
"secondly, if goverment can produce little bit more that it is needs, it is should be better to import something and get some pay for it. ","secondly, if goverment can produce a little bit more that it is needs, it is should be better to import something and get some pay for it. "
"secondly, if government will control the amount of business air travel and tourism, than people can be agressive. ","secondly, if government will control the amount of business air travel and tourism, then people can be agressive. "
"secondly, if people goes to work, they can understand what sphere of life is them piece of cake. ","secondly, if people goes to work, they can understand what sphere of life is their piece of cake. "
"secondly, if such facilities are able for everyone and are free or not so expensive, this may encourage people to try something new in their life. ","secondly, if such facilities are available for everyone and are free or not so expensive, this may encourage people to try something new in their life. "
"secondly, if we meet with another forms of live, we should be prepared for this meeting, because we do not know the norms of behavior for them and could open a new great war which kill humans on the earth. ","secondly, if we meet with another forms of live, we should be prepared for this meeting, because we do not know the norms of behavior for them and could cause a new great war which kill humans on the earth. "
"secondly, if you are sitting for a long time you should stand up and do a little workout from time to time. ","secondly, if you are sitting for a long time you should stand up and do a small workout from time to time. "
"secondly, in 2000 the population of italy was 61,6 percent of people of 15-59 years. ","secondly, in 2000 the population of italy comprised 61,6 percent of people of 15-59 years old. "
"secondly, in germany and china the usage of printed books doesn't really change. ","secondly, in germany and china the sales of printed books doesn't really change. "
"secondly, in projections for 2050, the parts of people aged 15-59 years in yemen and italy are almost equal and it leads to 50 percent . ","secondly, in projections for 2050, the parts of people aged 15-59 years old in yemen and italy are almost equal and it leads to 50 percent . "
"secondly, in some countries the predictable that women should stay at home and don't need in education, exist. ","secondly, in some countries the stereotype that women should stay at home and don't need in education, exist. "
"secondly, in the internet people can find a lot of sites where they can download or watch films online. ","secondly, on the internet people can find a lot of sites where they can download or watch films online. "
"secondly, in the middle east and latin america level of unemployment was higher in 2014 then 2015. ","secondly, in the middle east and latin america level of unemployment was higher in 2014 than 2015. "
"secondly, in the third and fourth charts we can see conrast situation. ","secondly, in the third and fourth charts we can see the situation to the contrary. "
"secondly, in this countries can be cheaper material, but also good as in developed countries. ","secondly, in these countries can be cheaper material, but also good as in developed countries. "
"secondly, increasing the level of the people sport life can only be achieve by using a complex of different measures like popularization of healthy lifestyle through commercials and press, providing public health exercises and make agitation to attract more people into this new kind of life, that will be much better for them. ","secondly, increasing the level of the people sport life can only be achieve by taking a set of different measures such as popularization of healthy lifestyle through commercials and press, providing public health exercises and campaigning to attract more people into this new kind of life, that will be much better for them. "
"secondly, it can be argued that all the music and most of the movies are frequently quite expensive, so that there are quite a lot of people who cannot allow themselves buying such things. ","secondly, it can be argued that all the music and most of the movies are frequently quite expensive, so that there are quite a lot of people who cannot afford buying such things. "
"secondly, it can be good idea to give the chance people who have made the crime but who are really sorry about it, to work for protect cities from crimes for free as a part time of punishment. ","secondly, it can be good idea to give the chance to who have committed the crime but who are really sorry about it, to work for protect cities from crimes for free as a part time of punishment. "
