source,target
the restaurant should open until the show finish.,the restaurant should stay open until the show finishes.
it was £60 for tickets.,it was £60 for the tickets.
yours sinecerely,yours sincerely
she is one of my friend at school.,she is one of my friends at school.
everybody love her.,everybody loves her.
"if you have any problems, she can give you some suggestion.","if you have any problems, she can give you some suggestions."
"if you want her to keep it secrets, do not tell her.","if you want her to keep them secret, do not tell her."
she is not keeping secrets.,she cannot keep secrets.
she did not know when she can speak or not speak.,she does not know when she can speak or not speak.
we so worry about her in the future.,we are so worried about her future.
she has not a lot of friend because of this point.,she has not a lot of friends because of this point.
"i am writing to response to the international arsts festival, which took place on 21-22 november.","i am writing in response to the international arts festival, which took place on 21-22 november."
"i would like to inform you, that it was a great idea and valuable activitie as a social event.",i would like to inform you that it was a great idea and a valuable activity as a social event.
"however, it was a dissapointment, when i realised that not many countries were attending to the event.","however, it was a disappointment when i realised that not many countries were attending the event."
"i could be fine if i had seen more countries from all around the world, for instance: far east, indonesia etc.","i would have liked to have seen more countries from all around the world, for instance, the far east, indonesia etc."
"it wasn't complicated to find the right hall to the shows, i should say it was very well organised.","it wasn't difficult to find the right hall for the shows, i would say it was very well organised."
"but one thing, i have to mention is that some of the concert halls was too small and it wasn't comfortable as well as to fell the great atmosphere.","but one thing i have to mention is that some of the concert halls were too small and they weren't comfortable either, and this spoiled the great atmosphere."
"on the other side, i enjoyed to being on of the people to see the plays and films, dance shows which was brillantly performed - art exbitions.","on the other hand, i enjoyed being one of the people seeing the plays films, the dance shows which were brilliantly performed and the art exhibitions."
listening talks by the famous writers was a opportunity which i couldn't missed.,listening to talks by famous writers was an opportunity which i couldn't miss.
"i would like to ask, if you could expend the plays and films more for next year?",i would like to ask if you could extend the plays and films next year?
i have to add that the weekend ticket was a ideal idea to sell all the events.,i have to add that the weekend ticket was an ideala great idea to sell all the events.
"finally, i preciate your organisation and look forward to hearing from the next international arts festival.","finally, i appreciate your organisation and look forward to hearing about the next international arts festival."
its really nice to hearing from you and thank you very much for the letter with photos.,it's really nice to hear from you and thank you very much for the letter and photos.
"its a good idea to send them to me, because i have to confess that i have lost my camera and also the films.","it'sit was a good idea to send them to me, because i have to confess that i have lost my camera and also the films."
what a pitty!,what a pity!
by the way how is your new school?,"by the way, how is your new school?"
did you like it more than the previous one?,do you like it more than the previous one?
i must say that our school rules are quite different than yours.,i must say that our school rules are quite different to yours.
"first of all we have to stand up, when we speak to the teacher and have to pay full attention to the lessons.",first of all we have to stand up when we speak to the teacher and have to pay full attention to the lessons.
"if you missed a lesson, that could be a trouble for yourself.","if you miss a lesson, that could cause a problem for you."
privat schools have more relaxed atmosphere that the state school.,private schools have a more relaxed atmosphere than the state schools.
they don't have strike rules and students can take extra lessons.,they don't have strict rules and students can take extra lessons.
"on the other hand, in the state schools as i said, we are more respectful to the teacher and bad behaviours are punished.","on the other hand, in the state schools as i said, we are more respectful to the teacher and bad behaviour is punished."
"for example, you have to do more homeworks or they are sending you home etc.","for example, you have to do more homework or they send you home etc."
of course smoking isn't allowed at any part of the schol.,of course smoking isn't allowed in any part of the school.
i have a relaxed family and we are sharing all the houseworks.,i have a relaxed family and we share all the housework.
"my father does the cooking, my mother does the cleaning and i do tidying up!","my father does the cooking, my mother does the cleaning and i tidy up!"
but in many families women are doing more than men.,"but in many families, women do more than men."
anyway it think that's it for now.,"anyway, i think that's it for now."
i hope to hearing from you soon.,i hope to hear from you soon.
"firstly, i can only travel on july because that's when i have vacations from school.","firstly, i can only travel in july because that's when i have vacations from school."
i have stayed in tents a few times and i have not had any problems.,i have stayed in a tent a few times and i have not had any problems.
"about the activities that i can do at the camp, i chose to practise basketball, which is my favourite sport, because i want to do some excersise while i am on vacation.","about the activities that i can do at the camp, i chose to play basketball, which is my favourite sport, because i want to do some exercise while i am on vacation."
i also chose fotography because it is one of my hobbies.,i also chose photography because it is one of my hobbies.
i am very good at both activities because i have practised them all my life.,i am very good at both activities because i have done them all my life.
"firstly, what kind of clothes i have to take to the camp, clothes for hot or cold weather?.","firstly, what kind of clothes do i have to take to the camp, clothes for hot or cold weather?"
"i also wanted to know if i have to take some money to buy souvenirs and food or that will be paid for me, too?","i also wanted to know if i have to take some money to buy souvenirs and food or will that be paid for , too?"
i am looking forward receiving your reply.,i am looking forward to receiving your reply.
please write me soon.,please write to me soon.
"firstly, i helped selling the tickets.","first, i helped sell the tickets."
"the day of the concert we helped to clean the place where the concert was performed and to have everything in order so the concert could be a succes, which it was.","the day of the concert we helped to clean the place where the concert was performed and to get everything in order so the concert could be a success, which it was."
what i particularly liked about this experience was meeting my favourite pop group and talk with them about their lifes as a pop group.,what i particularly liked about this experience was meeting my favourite pop group and talking with them about their lives as members of a pop group.
i also enjoyed being able to work as a team with both all the members of the club and the bsb.,i also enjoyed being able to work as part of a team with both all the members of the club and the bsb.
i am looking forward hearing from you.,i am looking forward to hearing from you.
please write me soon or call me.,please write to me soon or call me.
i have just received your letter and i am writing in response of your questions.,i have just received your letter and i am writing to answer your questions.
"i can travel only in july because is the only month of this year that i will be available because i finish school in june so i will be very busy and in august i start to study at the university, so july is the best month for me to travel.","i can travel only in july because it is the only month this year that i will be available, because i finish school in june, so i will be very busy then, and in august i start to study at university, so july is the best month for me to travel."
accommodation for me is not problem.,accommodation for me is not a problem.
i am very easy going and i will be satisfied wherever .,i am very easy going and i will be satisfied wherever i am.
"but if i have to choose, i prefer sleep in tents, because when i travel i usually sleep in that kind of accommodation so, for me they seem very comfortable.","but if i have to choose, i prefer to sleep in tents, because when i travel i usually sleep in that kind of accommodation so, for me they seem very comfortable."
- tennis because is my favourite sport and i enjoy playing it.,- tennis because it is my favourite sport and i enjoy playing it.
i play tennis since i was a child and i have won some competitions in my town so i think i play very well.,i have played tennis since i was a child and i have won some competitions in my town so i think i play very well.
i am a terrible climber but with a little bit of help i think i can enjoy the activity and have a good time unforgettable.,i am a terrible climber but with a little bit of help i think i can enjoy the activity and have a good time that will be unforgettable.
i wonder to know what kind of clothes i have to wear because i don't know how the weather is in u.s.a. also i would like to know how much money i have to bring to the trip.,i want to know what kind of clothes i have to wear because i don't know how the weather is in the u.s.a. also i would like to know how much money i have to bring on the trip.
i am looking forward to hear from you as soon as possible.,i am looking forward to hearing from you as soon as possible.
sorry but i haven't written you because i've been very busy.,"sorry, but i haven't written to you because i've been very busy."
i hope my friend call me again to work because i had a wonderful time and it was a great and unforgettable experience.,i hope my friend calls me again to work for him because i had a wonderful time and it was a great and unforgettable experience.
i send you an autograph that sting wrote for you.,i have sent you an autograph that sting wrote for you.
"i would like to write about my experience that i had, when i enjoyed helping at a pop concert in my neighbourhood.",i would like to write about the experience that i had when i enjoyed helping at a pop concert in my neighbourhood.
i am a member in the council team so i decided to help them at a pop concert that was organized in the last month.,i am a member of the council team so i decided to help them at a pop concert that was organized last month.
i helped them to prepare the room for the bads and i decorated the place for the singers.,i helped them to prepare the room for the bands and i decorated the place for the singers.
"also, i assisted them to choose the right instruments and to test them.","also, i helped them to choose the right instruments and to test them."
it took a long time to testifite the speakers and the microphones.,it took a long time to test the speakers and the microphones.
"unless this preparation, i also took part to the concert.","apart from this preparation, i also helped out during the concert."
i helped them to the music and to the songs.,i helped them to the music and the songs.
it was a quite difficult assiment but i got very good experience.,it was quite a difficult assignmentjob but i got some very good experience.
i understood it when the concert had finished.,i realised it when the concert had finished.
the audients was excited and i cannot discribe my happyness.,the audience was excited and i cannot describe my happiness.
it was some thing that i didn't expect.,it was something that i didn't expect.
"also, it happen first time in my life.","also, it happenedwas the first time in my life."
i still have the sound of the music in my ears and the voices of the young people who were accompaning our songs.,i still have the sound of the music in my ears and the voices of the young people who were accompanying our songs.
i enjoyed very much and i want to tranfere my enjoyment to you though this letter.,i enjoyed it very much and i want to transferconvey my pleasure to you through this letter.
"dear mrs jane clark,","dear mrs clark,"
i am writing with reference to the international arts festival i have recently been to and i would like to give you my opinions about it.,i am writing with reference to the international arts festival which i have recently been to and i would like to give you my opinions about it.
"according to the title of the advertisement, which was a great idea, there were stars and artists from around the world; but they were only from six countries.","according to the title of the advertisement, which was a great idea, there would be stars and artists from around the world but they were only from six countries."
"in addition to this some concert halls were too small to host all the people who were there fro the occasion and, personally speaking the show could be done at the open air next year, so that music would also create a fantastic atmosphere all around.","in addition to this, some concert halls were too small to host all the people who were there for the occasion and, personally speaking, i think the show could be done in the open air next year, so that the music would also create a fantastic atmosphere all around."
plays and films had a great success and i would like to ask if there will be more next year because in my opinion people would appreciate it.,the plays and films were a great success and i would like to ask if there will be more next year because in my opinion people would appreciate it.
"the other events i went to, dance shows, art exhibitions and talk by writers, were well organised and extremely interesting.","the other events i went to, dance shows, art exhibitions and talks by writers, were well-organised and extremely interesting."
"furthermore the weekend ticket was reasonably-priced and this was excellent decision because it gave the opportunity to a lot of people, adults but also students, to take part to the festival.","furthermore the weekend ticket was reasonably-priced and this was an excellent decision because it gave the opportunity to a lot of people, adults but also students, to take part in the festival."
"i'm writing to answer your question about rules in my life, at school and at home.","i'm writing to answer your question about the rules in my life, at school and at home."
"our teachers are very strick, we have to stand up as they come into class and wait until they say ôdo sit down!,,.","our teachers are very strict, we have to stand up as they come into class and wait until they say ôdo sit down!""."
we can't talk during lessons and we only have a en minutes break at 10.30 a.m.,we can't talk during lessons and we only have a ten minuteten-minute break at 10.30 a.m.
it's hard to be extremely quite for five hours but i reckon it's a good way of education.,it's hard to be extremely quiet for five hours but i reckon it's a good method of education.
"on the other side, i feel free at home.","on the other hand, i feel free at home."
"i help doing cleaning or the washing, but i do it because i want to, not because my parents make me do it.","i help doing the cleaning or the washing, but i do it because i want to, not because my parents make me do it."
"i can go out and stay out late, i've got my car and my mobile, so that they can call me whenever they need to hear me; but above all i know they trust me and consider my an adult.","i can go out and stay out late, i've got my car and my mobile, so that they can call me whenever they need to speak to me; but above all i know they trust me and consider me an adult."
therefor i wouldn't change anything in my home life and neither in my school life.,therefore i wouldn't change anything in my home life or in my school life.
best wishes.,"best wishes,"
for the attention to the manager: i am writing to complain about the organization of the musical show that the circle theatre presented.,for the attention of the manager: i am writing to complain about the organization of the musical show that the circle theatre presented.
"however, dany brook did not act and was replaced by another actor who was terribly disappointing on his performance.","however, dany brook did not act and was replaced by another actor who was terribly disappointing in his performance."
"in addition, the event was supposed to start at 19.30 but we could not enjoy the show until 20.15.","in addition, the show was supposed to start at 19.30 but we could not enjoy the show until 20.15."
the advertisement for the show announced that we were able to visit the theatre restaurant after the show but it was closed due to the chef who leaded the restaurant did not remember to bring the keys to open it.,the advertisement for the show announced that we would be able to visit the theatre restaurant after the show but it was closed because the chef who runs the restaurant did not remember to bring the keys to open it.
"also, the advertisement said that discounts for the tickets would be available, but it was not.","also, the advertisement said that discounts on the tickets would be available, but they were not."
"to conclude, i would be grateful if the organization of the theatre bring my money back.","to conclude, i would be grateful if the organization running the theatre gave me my money back."
peter had a terribly problem with drugs.,peter had a terrible problem with drugs.
he started to consum the stuff at the age of twenty.,he started to consume the stuff at the age of twenty.
"he had problems at home because his mother wanted to settle down to australia, but peter was used to live in new york, overcrowded and surronded by people.","he had problems at home because his mother wanted to settle down in australia, but peter was used to living in new york, where it is overcrowded and he was surrounded by people."
australia is a country too calm for him.,australia is too calm a country for him.
we invited him to enjoy the concert of texas but he started to make nonsenses because of the drugs.,we invited him to the texas concert but he started to talk nonsense because of the drugs.
a security guard saw it and put his attention on him.,a security guard saw this and turned his attention to him.
the security guard heard her and agreeded with pat that if peter continued acting on this way he would obliged us to go out of the concert.,the security guard heard her and agreed with pat that if peter continued acting in this way he would advise us to leave the concert.
he did it.,he did .
"when we arrived at home, pat told to his mother what had happened.","when we arrived home, pat told his mother what had happened."
"we bought tickets for the second show, that was at 19.30 and it started at 20:15!","we bought tickets for the second show, which was at 19.30 and it started at 20:15!"
"we were interested on see the actors that appeard on the tickets and i was very disappointed when, in the show, we saw another actors.","we were interested in seeing the actors that appeared on the tickets and i was very disappointed when, in the show, we saw other actors."
"the tickets were more expensive than we had expected, but we didn't care because we saw in the tickets that will be discounts for it, but, they didn't make us discounts!","the tickets were more expensive than we had expected, but we didn't care because we saw on the tickets that there would be discounts given, but, they didn't give us discounts!"
"with all this problems, the only thing that led us, was to eat something.","with all these problems, the only thing that kept us going was the thought of eating something."
when the show finished we went to the theatre restaurant and it was closed because people didn't arrived to work that day.,when the show finished we went to the theatre restaurant and it was closed because the staff didn't arrivego to work that day.
thank you for your comprehension,thank you for your understanding
i'm writing to you concerning the london trip that my english class is going to do in march.,i'm writing to you concerning the london trip that my english class is going to go on in march.
first of all i want to thank you for the good programme that you mack for my class in such a short time.,first of all i want to thank you for the excellent programme that you makemadearranged for my class in such a short time.
"the students are especially very happy about the visit to the science museum, which we are going to do on tuesday morning of 14th march.","the students are especially happy about the visit to the science museum, which we are going to make on tuesday morning on 14th march."
the point of my letter is that students in my class have seen an advertisement for the london fashion and leisure show and they would appreciate if they could go and see the show.,the point of my letter is that the students in my class have seen an advertisement for the london fashion and leisure show and they would appreciate it if they could go and see the show.
"the show is going to include latest fashions, leisure and sports wear, make up and hairstyles and best of all it is free for students to get in.","the show is going to include the latest fashions, leisure and sports wear, make-up and hairstyles and best of all it is free for students to get in."
"the only problem is that the show is going to take place on tuesday of 14th march, so i'm wondering if you can make some changes in your programme.","the only problem is that the show is going to take place on tuesday 14th march, so i'm wondering if you can make some changes to your programme."
"we suggest to shopping on tuesday and free time on wednesday, so we can see the show on tuesday afternoon.","we suggest swapping shopping on tuesday with the free time on wednesday, so we can see the show on tuesday afternoon."
i'll hope that this matter doesn't going to cause you any problems and we hope for an answer as soon as possible.,i hope that this matter isn't going to cause you any problems and we hope for an answer as soon as possible.
the home of the futere,the home of the future
"that is the question, which many people ask themselves and other people quite often.",that is a question which many people ask themselves and other people quite often.
the is changing very fast and at the same moment as i'm writing my article about the future maybe technologists have made a new owen which co-operate with your refrigerator and has in the programme to make dinner for you every day without that you have to do anything.,technology is changing very fast and at the same time as i'm writing my article about the future maybe technologists have made a new oven which co-operates with your refrigerator and has a program to make dinner for you every day without you having to do anything.
i think that everyone should not think just about the positive sides with technologi but also the negative.,i think that everyone should think not just about the positive side of technology but also the negative.
"the is good as long as it gives people more free time, but what would happened if freetime became your life?","technology is good as long as it gives people more free time, but what would happen if free time became your life?"
"during my stay in your city, i had the opportunity to assist to your show named 'over the rainbow' after having read an advertisement in the magazine 'going-out' of the 1st of june .","during my stay in your city, i had the opportunity to attend your show named 'over the rainbow' after having read an advertisement in the magazine 'going-out', the 1st of june issue."
the problems started when we arrived at the theatre: my 6 year old son had to pay full price.,the problems started when we arrived at the theatre: my 6-year-old son had to pay the full price.
"then, even if we could enter in the room, the show didn't start before 20:15, which is 45 minutes later than expects.","then, even if we could enter the theatre, the show didn't start before 20:15, which is 45 minutes later than expected."
"indeed, we are still waiting on danny brook who was not in the piece.","indeed, we are still waiting for danny brook who was not in the play."
"and last, at the end of the program, we would like to have a drink in the theatre restaurant, but it was already closed due to the poor attendance.","and last, at the end of the performance, we would have liked to have a drink in the theatre restaurant, but it was already closed due to the poor attendance."
"as this evening was for my family and i a wasted one, i permit myself to ask you for refund.","as this evening was for my family and a wasted one, i permit myself to ask you for a refund."
there is no need to be a to notice that technology has evoluated so considerably during the last decades that our everyday life has changed.,you don't have to be a genius to notice that technology has evolved so considerably during the last few decades that our everyday life has changed.
"from my point of view, modern technology has first permit to me to find a job as i work as a computer engineer.","from my point of view, modern technology has permitted me to find a job as i work as a computer engineer."
"in this domain, you have to afford everyday the development of new technology.","in this domain, you have to afford, every day, the development of new technology."
the advantage of this is that you need to interest yourself in all if you don't want to be put on the side.,the advantage of this is that you need to take an interest in everything if you don't want to be left on the shelf.
"and so, your life is not boring at all as you learn new things everyday.","and so, your life is not boring at all as you learn new things every day."
"in the other hand, you cannot stay quiet for 2 week as some new inventions come out every day.","on the other hand, you cannot rest for 2 weeks as some new inventions come out every day."
"finally, new technology have a great influence on my life as it permits me to live on.","finally, new technology has a great influence on my life as it permits me to live on."
"but, who knows, may be one day i will develop technology that will send me right to the unemployment office!","but, who knows, may be one day i will develop a technology that will send me straight to the unemployment office!"
i am very happy to here from you that i have won first prize in your competition - twe weeks at camp california in the u.s.a. and i am writing for my information to tell you.,i am very happy to hear from you that i have won first prize in your competition - two weeks at camp california in the u.s.a. and i am writing to tell you my information.
"firstly, i will be able to travel only in july because i go to univercity and i normaly spend the most of time for work.","firstly, i will be able to travel only in july because i go to university and i normally spend most of the time working."
"secondly, it is accommodation.","secondly, accommodation."
i prefer in tents.,i prefer tents.
"when i go to camp, i stay in a log cabins all the time so i would like to try different way to stay, this time.","when i go camping, i stay in log cabins all the time so i would like to try a different way to camp, this time."
and i choose phtograghy and tennis from the activities list.,and i choose photography and tennis from the activities list.
"i am taking photograghy courses at univercity and i started tennis, when i was 10 so i am good at bouth of them.",i am taking photography lessons at university and i started tennis when i was 10 so i am good at both of them.
"endly, i have questions about clothes and money.","finally, i have questions about clothes and money."
your sincerely,yours sincerely
it was really interesting than i expected.,it was really more interesting than i expected.
"my job at behind the stage was helping make-up, hare and clothes staylist.","my job behind the stage was helping with make-up, hair and clothes staylist."
the singers often changed them clothes and them make-up was easy to be off because of the sweat.,the singers often changed their clothes and their make-up was easy to be off because of the sweat.
it was different from i did at college.,it was different from when i did it at college.
but i met a lot of famous singer and spoke to them.,but i met a lot of famous singers and spoke to them.
"in front of the stage and they couldn't see them very well, but i was at very near from the stage and i could see them just there.","so many people were in front of the stage and they couldn't see them very well, but i was very near to the stage and i could see them just there."
we haven't met each other so long time and i'll tell you more story of this.,we haven't seen each other for so long time and i'll tell you more stories about this.
"dear ms jane clark,","dear ms clark,"
"i am writing to express my profound gratitude for an excellent organisation of an annual international arts festival, where i spent two days.","i am writing to express my profound gratitude for the excellent organisation of the annual international arts festival, where i spent two days."
"besides, i was fascinated by the plays and films and you could probably organize some more.","also, i was fascinated by the plays and films and you could probably organize some more."
"for a start i would like to say that books offer us a wide range of different life stories, both realistic and unusual, they make us thoughtful and form our outlook, they make us feel and think.","to start with i would like to say that books offer us a wide range of different life stories, both realistic and unusual, they make us thoughtful and form our outlook, and they make us feel and think."
"as far as i am concerned, i enjoy reading all kinds of fiction literature as each masterpiece is unique in its own way despite the fact what sort of book it is.","as far as i am concerned, i enjoy reading all kinds of fiction as each masterpiece is unique in its own way regardless of what sort of book it is."
stories that are realistic help us to understand better our own life and .,stories that are realistic help us to understand our own life and the people around us better.
"however, reading an unusual, sometimes fantastic story we could dream about fairy lands and observe our world from another point of view.","however, reading an unusual, sometimes fantastical story we could dream about fairy lands and observe our world from another point of view."
"i consider ""wuthering heights"" by emily brontë to be one of the books that wash away from the soul the dust of everyday's routine.","i consider ""wuthering heights"" by emily brontë to be one of the books that wash away from the soul the dust of our everyday routine."
"it is a remarkable piece of literature, which portrays deep feelings of love and hate, depicts strong and unique characters, reveals eternal concerns with good and bad, life and death.","it is a remarkable piece of literature, which portrays deep feelings of love and hate, depicts strong and unique characters, and reveals eternal concerns with good and bad, life and death."
it contributes to the world treasurehouse of literature and arouses irresistable fascination.,it contributes to the world's treasure house of literature and arouses an irresistible fascination.
"to draw the conclusion, i'd like to mention that we should value realistic and fantastic stories equally if we are eager to get to understand the world and ourselves.","in conclusion, i'd like to mention that we should value realistic and fantastical stories equally if we are eager to get to understand the world and ourselves."
"my wife and i are very keen on theatre, especially of the funny actor ""danny brook"".","my wife and i are very keen on theatre, especially with the funny actor ""danny brook""."
"unfortunately, the next evening, one hour before the beginning of the show, we learnt that actors have been changed at the last minute.","unfortunately, the next evening, one hour before the beginning of the show, we learnt that the actors had been changed at the last minute."
"in addition, there was no discount available, the show started at 20:15 and not at 19:30.","in addition, there was no discount available, and the show started at 20:15 and not at 19:30."
"after that, your restaurant was closed whitout reason.","after that, your restaurant was closed without reason."
it would be nice from you if you could refund us some money or send us two new ticket.,it would be nice of you if you could refund us some money or send us two new tickets.
"i am writing to complain about a musical show which is called ""over the rainbow"" and ask for money back.","i am writing to complain about a musical show which is called ""over the rainbow"" and ask for my money back."
"first of all, the poster told me that this show was danny brook and tina truelove but there was different actor.","first of all, the poster told me that this show starred danny brook and tina truelove but there were different actors."
"secondly, the show was expected to start at 19:30 but it started at 20:15.","secondly, the show was meant to start at 19:30 but it started at 20:15."
i have been waiting for 45 minuties.,i was waiting for 45 minutes.
"as you know the show started late, so, i was not able to go to the theatre restaurant because it was closed before the show has been finished.","as you know the show started late, so, i was not able to go to the theatre restaurant because it closed before the show finished."
"thirdly, there was no discounts available but it was printed on the poster.","thirdly, there were no discounts available but it was printed on the poster."
"if there was no discounts, don't write it on the poster.","if there wereare no discounts, don't write it on the poster."
i got confused and disappointed again.,i got confused and was disappointed again.
i am looking forward for your prompt reply and improvement.,i am looking forward to your prompt reply and improvement.
"in an every single day, many modern technology is produced and it really affects or changes our daily life.","every single day, a lot of modern technology is produced and it really affects our daily life."
"other than the internet system, there is also many modern technology which is changing our daily life.","other than the internet , there is also a lot of modern technology which is changing our daily life."
"for example, we can go to the mars and do some invesgation.","for example, we can go to mars and do some investigationresearch."
the modern technology has changed our daily life.,modern technology has changed our daily life.
it aims at improving our standard of life and makes us live more comfortably.,it aims to improve our standard of life and allows us to live more comfortably.
i am writing to give you futher information about me which you need about camp california.,i am writing to give you further information about me which you need for camp california.
i am delighted that finally won the first prise in your competition.,i am delighted that i have finally won first prize in your competition.
i would like to travel only in june because i will start working in july that means i will not be able to come there later.,i would like to travel only in june because i will start working in july which means i will not be able to come there any later.
it is not comfortable but it still like it.,it is not comfortable but i still like it.
concerning to the activities which i have to choose i would like to inform you that i am fond of photography and i am quite good in it because i have attended a relevant course for three months.,concerning the activities which i have to choose i would like to inform you that i am fond of photography and i am quite good at it because i have attended a relevant course for three months.
according to my work experience as a lifeguard i will choose swimming as the second activity.,because of my work experience as a lifeguard i will choose swimming as the second activity.
i am looking forwards to hearing from you,i am looking forward to hearing from you.
"some people agree with it, some people not.","some people agree with it, some people don't."
there are new products which you could not imagine that could be so interesting.,there are new products which you could not imagine could be so interesting.
shopping is a good way to kill your time and some times you can not realize how fast the time goes.,shopping is a good way to kill time and sometimes you do not realize how fast the time goes.
this happens because people enjoy themselves a lot.,this happens because people are enjoying themselves a lot.
"for example if you are a working mother with three children, that means you are always n a hurry, going shopping is really unenjoyable.","for example if you are a working mother with three children, which means you are always in a hurry, going shopping is really unenjoyable."
you go shopping in a big supermarket because you know you will find everything there and you need 15 minutes to find the goods and 20 minutes to pay for them because of the big queue.,you shop in a big supermarket because you know you will find everything there and you need 15 minutes to find the goods and 20 minutes to pay for them because of the big queue.
you need to buy essential items like food and you get tired because it very crowded and you spend more time thank you prefer to.,you need to buy essential items like food and you get tired because it is very crowded and you spend more time than you would like to.
in conclusion shopping is enjoyable but not when it is too buzy.,in conclusion shopping is enjoyable but not when it is too busy.
dear mr. helen:,dear ms helen:
"in base of your activities option, i would say that climbing is one of my first option, as i've mentioned and i really think that photography will help me in my other adventures.","in reference to your activities option, i would say that climbing is one of my first options, as i've mentioned, and i really think that photography will help me in my other adventures."
"i would like to ask if we need money for paying or baying something because you didn't specify what is included in the trip, such as food.","i would like to ask if we need any money to pay for or buyingbuy anything because you didn't specify what is included in the trip, such as food."
i really apreciate this kind of trip and i'm really thank your truly attention.,i really appreciate this kind of trip and i'm really grateful for your attention.
yours sincirely:,"yours sincerely,"
the truth of shopping,the truth about shopping
"shopping... a great and emotion statement, don't you think?","shopping... a great and emotional statement, don't you think?"
"every one think that shopping in the best way to carry off your problems and, in fact a big solution of many problem or estrés, boring, or only for distraction.","everyone thinks that shopping is the best way to get rid of your problems and, in fact a big solution to many problems or estrés, boring, or only for distraction."
but the question is: why shopping is not always enjoyable?.,but the question is: why is shopping not always enjoyable?
"for many people, shopping had always been only for one kind of elite, or social class; not all people can go shopping and buy hundreds and thousands of stuff in those big malls as distraction.","for many people, shopping has always been only for one kind of elite, or social class; not all people can go shopping and buy hundreds and thousands of things in those big malls as a distraction."
women can't resist the fact of shopping and they are dissapointed when they don't have the wants to shop.,women can't resist the temptation of shopping and they are disappointed when they don't have the desire to shop.
the shopmania is really unstapped.,shopmania is really unstoppable.
"i know women that make everything they can to buy only a dress, or even worst, women that buy things that was nothing to do with them, for example, snap, esculptures, kitchen tissues, or eveything on telemarketing that really are unuseful, but the fact of","i know women who do everything they can to buy only a dress, or even worse, women who buy things they have no use for, for example, snap, sculptures, kitchen tissues, or everything sold by telemarketing that really is useless, but they"
"there are many facts to prove that shopping is not ""pretty and armonious"", but believe me, is not always enjoyable.","there are many facts to prove that shopping is not ""pretty and harmonious"", so believe me, it is not always enjoyable."
"dear sir or madame,","dear sir or madam,"
so i can go to the camp in the middle of the july.,so i can go to the camp in the middle of july.
i've had unpleasant experience from my last holidays when i had to stay in a tent.,i've had unpleasant experiences on my last holidays when i had to stay in a tent.
"in addition as i haven't stayed in a cabin, i look forward to staying in a cabin.","in addition, as i haven't stayed in a cabin, i look forward to staying in a cabin."
i'd like to practice golf and tennis.,i'd like to practise golf and tennis.
both of them are my favorite sports and i'm quite good.,both of them are my favourite sports and i'm quite good.
which kind of clothes i have to bring and how much money i will need?,what kind of clothes do i have to bring and how much money will i need?
i'll be grateful if you could send me further information.,i would be grateful if you could send me further information.
yours sincerely,yours faithfully
but nowadays i found shopping is not always enjoyable.,but nowadays i find shopping is not always enjoyable.
i can't make enough money for my living expense.,i can't make enough money for my living expenses.
anyway i must check and even compare the prices of different supermarkets.,"anyway, i must check and even compare the prices of different supermarkets."
i am writing to explain some aspects about your show.,i am writing to explain some aspects of your show.
it was a desaster and i am telling you why.,it was a disaster and i am going to tell you why.
how could you change the actors without saying something to the visitors.,how could you change the actors without saying something to the audience.
the show was supposed to start at half past seven and started a quarter past eight.,the show was supposed to start at half past seven and started at quarter past eight.
forty-five minutes later!,forty-five minutes late!
"apart from that, the advertisement mention that there were discounts available, and there were not.","apart from that, the advertisement mentioned that there were discounts available, and there were not."
"it mention that visitors could visit the restaurant after the show, too, and we could not because it was closed, and the person who was there said that it was very late and he was not allowed to open the restaurant for us.","it mentioned that visitors could visit the restaurant after the show, too, and we could not because it was closed, and the person who was there said that it was very late and he was not allowed to open the restaurant for us."
"i am very disappointed, and if it is possible, i want you to return my money back.","i am very disappointed, and if it is possible, i want you to return my money ."
i hope that the next time you will do a better show than the last one.,i hope that the next time you will put on a better show than the last one.
"for me technology affects me a lot may be more than science, because my daily life is plenty of objects with technology, such us television, radio, transports, etc.","technology affects me a lot, maybe more than science, because my daily life is full of objects using high technology, such us television, radio, transport, etc."
but it has advantatges as disadvantatges.,but it has advantages as well as disadvantages.
"on the positive side, if i am bored, the first thing that i want to do is watching television or listening to music.","on the positive side, if i am bored, the first thing that i want to do is watch television or listen to music."
"or if i want to go shopping or to another city, it is necessary to use the car or the public transport.","and if i want to go shopping or to another city, it is necessary to use the car or public transport."
