source,target
it would be meaningful in my life to take part in your camp.,it would be meaningful in my life to take part in your camp.
it finishes 29th of june.,it finishes 29th of june.
"on the other hand, i used to play golf with my father.","on the other hand, i used to play golf with my father."
i would like to ask about camp california.,i would like to ask about camp california.
it would be very helpful.,it would be very helpful.
i look forward to hearing from you.,i look forward to hearing from you.
hi.,hi.
how are you?,how are you?
i am fine.,i am fine.
thanks for your letter.,thanks for your letter.
i want to let you know about my experience as you wanted.,i want to let you know about my experience as you wanted.
"well, last month, i worked at a pop concert.","well, last month, i worked at a pop concert."
it was fantastic because i could see madonna.,it was fantastic because i could see madonna.
can you imagine?,can you imagine?
if we had worked together we would have had a good time.,if we had worked together we would have had a good time.
"next time, i hope that we'll work together.","next time, i hope that we'll work together."
let's find some information to get a job.,let's find some information to get a job.
shall we?,shall we?
i have to go now.,i have to go now.
"i am fed up with studying, but i have to.","i am fed up with studying, but i have to."
i hope that you'll be alright.,i hope that you'll be alright.
i am looking forward to hearing from you.,i am looking forward to hearing from you.
"with lots of love,","with lots of love,"
"jun 17th, 2000","jun 17th, 2000"
"dear mr smith,","dear mr smith,"
my name is volencia vardez.,my name is volencia vardez.
danny brook was ill.,danny brook was ill.
yours faithfully.,yours faithfully.
"unfortunately, pat was not very good at keeping secrets.","unfortunately, pat was not very good at keeping secrets."
but things changed during her first mission.,but things changed during her first mission.
"dear helen ryan,","dear helen ryan,"
yours sincerely,yours sincerely
joachim delerm,joachim delerm
i would do the same for thermodynamics.,i would do the same for thermodynamics.
"june 5, 2000","june 5, 2000"
dear ms. helen ryan:,dear ms. helen ryan:
i am writing this letter because i would like to express my happiness.,i am writing this letter because i would like to express my happiness.
looking forward to hearing from you soon.,looking forward to hearing from you soon.
jason andre.,jason andre.
"dear mrs/ms ryan,","dear mrs/ms ryan,"
yours sincerely,yours sincerely
patricia reyes,patricia reyes
- shopping is not always enjoyable -,- shopping is not always enjoyable -
but the question is: is shopping always enjoyable?,but the question is: is shopping always enjoyable?
some people think that going shopping can keep you away from depression.,some people think that going shopping can keep you away from depression.
"dear sir/madam,","dear sir/madam,"
"to begin with, i can join the camp only in july.","to begin with, i can join the camp only in july."
"therefore, i would like to travel in the middle of july.","therefore, i would like to travel in the middle of july."
it seems more comfortable than tents.,it seems more comfortable than tents.
i am good at tennis as well as swimming.,i am good at tennis as well as swimming.
"finally, i would like to ask you about clothes and money.","finally, i would like to ask you about clothes and money."
"according to your letter, all travel costs are included in your service, however, how much pocket money do i need?","according to your letter, all travel costs are included in your service, however, how much pocket money do i need?"
i would be grateful if you would give me more information.,i would be grateful if you would give me more information.
i am looking forward to hearing from you.,i am looking forward to hearing from you.
"yours faithfully,","yours faithfully,"
rie tanizaki,rie tanizaki
shopping is not always enjoyable.,shopping is not always enjoyable.
most people like shopping.,most people like shopping.
"basically, shopping is fun, but is it always enjoyable?","basically, shopping is fun, but is it always enjoyable?"
there are some advantages when people go shopping.,there are some advantages when people go shopping.
"then, they really regret it.","then, they really regret it."
"on the other hand, after they buy something, they find a better one.","on the other hand, after they buy something, they find a better one."
"to sum up, there are many disadvantages as well as advantages.","to sum up, there are many disadvantages as well as advantages."
it is the best way to enjoy shopping.,it is the best way to enjoy shopping.
you do not have to waste money at all.,you do not have to waste money at all.
"dear mr robertson,","dear mr robertson,"
with your agreement we could change the programme.,with your agreement we could change the programme.
many thanks again.,many thanks again.
"it was dangerous, but i knew i had to do it.","it was dangerous, but i knew i had to do it."
"to the manager,","to the manager,"
it started when i received the advertisement on the street.,it started when i received the advertisement on the street.
"yours faithfully,","yours faithfully,"
dear mister,dear mister
anyway we had a very disappointing evening.,anyway we had a very disappointing evening.
"last but not least, danny brook was replaced by a different actor, whose name i probably forgot because of his poor performance.","last but not least, danny brook was replaced by a different actor, whose name i probably forgot because of his poor performance."
yours faithfully,yours faithfully
"unfortunately, pat wasn't really good at keeping secrets.","unfortunately, pat wasn't really good at keeping secrets."
the following story will prove it.,the following story will prove it.
i left the office at six o'clock.,i left the office at six o'clock.
i was free as the air.,i was free as the air.
i knew a good place.,i knew a good place.
"coming back, i noticed that my clothes were missing.","coming back, i noticed that my clothes were missing."
the car was missing too.,the car was missing too.
unfortunately a police car drove by and the policeman saw me standing there nude.,unfortunately a police car drove by and the policeman saw me standing there nude.
there i called pat who picked me up.,there i called pat who picked me up.
of course she told everything to my husband.,of course she told everything to my husband.
if only pat could keep secrets!,if only pat could keep secrets!
"dear sir,","dear sir,"
"unfortunately, pat wasn't very good at keeping secrets.","unfortunately, pat wasn't very good at keeping secrets."
this is no joke!,this is no joke!
so we tried to keep our secret for 2 days but...,so we tried to keep our secret for 2 days but...
"dear sir,","dear sir,"
"anyway the accommodation is not a big problem for me, because i will be away most of the time.","anyway the accommodation is not a big problem for me, because i will be away most of the time."
yours faithfully,yours faithfully
"dear kim,","dear kim,"
so the party started...,so the party started...
some of my friends who were also helping told me that we returned at six o'clock in the morning!,some of my friends who were also helping told me that we returned at six o'clock in the morning!
it was really an unforgettable experience.,it was really an unforgettable experience.
giannis,giannis
dear sir/madam,dear sir/madam
we always repeat the fashion with adding some new fashion at that time.,we always repeat the fashion with adding some new fashion at that time.
dear ms helen ryan,dear ms helen ryan
i am writing to give you some information about myself.,i am writing to give you some information about myself.
i would be grateful if you could tell me some details about what type of clothes and how much money i should bring.,i would be grateful if you could tell me some details about what type of clothes and how much money i should bring.
"once again, thank you for giving me a good opportunity.","once again, thank you for giving me a good opportunity."
yours sincerely,yours sincerely
(thongchai enpheno),(thongchai enpheno)
it is very frustrating.,it is very frustrating.
"moreover, if you go with your children, you will have to control them and remember things on your list at the same time and sometimes they cry when they want something in the supermarket.","moreover, if you go with your children, you will have to control them and remember things on your list at the same time and sometimes they cry when they want something in the supermarket."
it is a tough chore!,it is a tough chore!
i cannot imagine anything worse.,i cannot imagine anything worse.
dear helen ryan,dear helen ryan
thank you for your letter informing me that i have won the competition.,thank you for your letter informing me that i have won the competition.
i look forward to hearing from you.,i look forward to hearing from you.
yours sincerely,yours sincerely
shopping is not always enjoyable,shopping is not always enjoyable
"june 13th, 2000","june 13th, 2000"
"dear mrs ryan,","dear mrs ryan,"
what a lovely opportunity to go to america!,what a lovely opportunity to go to america!
i also want to mention that it's great you have so many activities.,i also want to mention that it's great you have so many activities.
the ones i consider i'm good at are painting and photography.,the ones i consider i'm good at are painting and photography.
i love nature and i'd like to record the californian landscapes.,i love nature and i'd like to record the californian landscapes.
i have something i'd like to ask you.,i have something i'd like to ask you.
do i have to take any special clothes with me?,do i have to take any special clothes with me?
i'd appreciate any further information you can give me.,i'd appreciate any further information you can give me.
"yours sincerely,","yours sincerely,"
"june 13th, 2000 dear kim, it was quite nice to hear from you and your family in the last letter you sent me.","june 13th, 2000 dear kim, it was quite nice to hear from you and your family in the last letter you sent me."
"and, yes!","and, yes!"
i helped my friend jane at the concert!,i helped my friend jane at the concert!
wish you were there!,wish you were there!
cool!,cool!
how was it?,how was it?
you have to tell me everything!,you have to tell me everything!
looking forward to hearing from you.,looking forward to hearing from you.
"love,","love,"
xxx,xxx
"dear sir/madam,","dear sir/madam,"
i am writing to make a complaint about the show 'over the rainbow'.,i am writing to make a complaint about the show 'over the rainbow'.
during my stay in london i went to your theatre to see this show.,during my stay in london i went to your theatre to see this show.
i am looking forward to hearing from you.,i am looking forward to hearing from you.
"yours faithfully,","yours faithfully,"
"unfortunately, pat was not very good at keeping secrets.","unfortunately, pat was not very good at keeping secrets."
"i asked my parents if i could go, but they did not let me do that.","i asked my parents if i could go, but they did not let me do that."
i had always wanted to be a theatre actress.,i had always wanted to be a theatre actress.
i would never ever go to school again.,i would never ever go to school again.
dear helen,dear helen
i have just received the letter with the result of your competition.,i have just received the letter with the result of your competition.
i feel really enthusiastic about spending a couple of weeks at camp california.,i feel really enthusiastic about spending a couple of weeks at camp california.
besides i would prefer staying in a tent.,besides i would prefer staying in a tent.
will i have the opportunity to visit san franscico or los angles?,will i have the opportunity to visit san franscico or los angles?
i would love it!,i would love it!
"moreover, how much money will i need if i want to go out at night?","moreover, how much money will i need if i want to go out at night?"
these are some further details i keep wondering about.,these are some further details i keep wondering about.
yours sincerely,yours sincerely
ignace cloutier.,ignace cloutier.
daily life at school:,daily life at school:
what should be filmed.,what should be filmed.
therefore it must be objective.,therefore it must be objective.
it would be interesting to film a math lesson.,it would be interesting to film a math lesson.
then i would like to film the computer rooms.,then i would like to film the computer rooms.
if only we could get some new ones.,if only we could get some new ones.
it would bring some rhythm to the video.,it would bring some rhythm to the video.
"dear sir,","dear sir,"
"i have to admit that it was not as i expected; first of all, the main reason i went to see ""over the rainbow"" was its actor, danny brook.","i have to admit that it was not as i expected; first of all, the main reason i went to see ""over the rainbow"" was its actor, danny brook."
"during this time, i decided to have a drink in the restaurant but, as well as being closed, there was no nobody from the staff that could help me.","during this time, i decided to have a drink in the restaurant but, as well as being closed, there was no nobody from the staff that could help me."
i couldn't believe it!,i couldn't believe it!
i would never have imagined this could happen in such a well-known theatre.,i would never have imagined this could happen in such a well-known theatre.
i know you will understand my frustration and that's why i would like a total refund of my money or at least another ticket that goes with my wishes.,i know you will understand my frustration and that's why i would like a total refund of my money or at least another ticket that goes with my wishes.
i look forward to hearing from you soon.,i look forward to hearing from you soon.
"yours faithfully,","yours faithfully,"
pat wasn't very good at keeping secrets.,pat wasn't very good at keeping secrets.
"i still remember her words: ""don't worry about anything.","i still remember her words: ""don't worry about anything."
"my lips are sealed"".","my lips are sealed""."
she tried to apologise but it wasn't enough for me.,she tried to apologise but it wasn't enough for me.
my best friend had let me down.,my best friend had let me down.
sure!,sure!
"dear sir or madam,","dear sir or madam,"
i have recently been to the circle theatre to see a musical show.,i have recently been to the circle theatre to see a musical show.
it was advertised as london's newest and best musical show.,it was advertised as london's newest and best musical show.
i am looking forward to hearing from you as soon as possible.,i am looking forward to hearing from you as soon as possible.
"yours faithfully,","yours faithfully,"
cook phatosub.,cook phatosub.
"therefore, it is important to get it exactly right.","therefore, it is important to get it exactly right."
"dear mrs. ryan,","dear mrs. ryan,"
i am afraid that the only possible time for me to travel is in july because it is the only month i am able to get time off work.,i am afraid that the only possible time for me to travel is in july because it is the only month i am able to get time off work.
"the two activities that i would like to do at the camp are sailing, which i have never done before and tennis which i already play quite well.","the two activities that i would like to do at the camp are sailing, which i have never done before and tennis which i already play quite well."
i need to know how much money you would advise me to bring and what sort of clothes i should take with me.,i need to know how much money you would advise me to bring and what sort of clothes i should take with me.
esther meyer,esther meyer
"dear kim,","dear kim,"
thanks a lot for your long letter!,thanks a lot for your long letter!
it was great to hear from you again after such a long time.,it was great to hear from you again after such a long time.
"well, let me tell you, it was just awesome!","well, let me tell you, it was just awesome!"
"therefore i got to stay backstage all the time and to see all the members of the ""backstreet boys"".","therefore i got to stay backstage all the time and to see all the members of the ""backstreet boys""."
"and, you won't believe it, i actually got to talk to nick carter!","and, you won't believe it, i actually got to talk to nick carter!"
hope to hear from you soon,hope to hear from you soon
"lots of love,","lots of love,"
esther,esther
"mr manager,","mr manager,"
now let's talk about the tickets.,now let's talk about the tickets.
wondering your comprension,wondering your comprension
the old man and the sea - ernest hemingway,the old man and the sea - ernest hemingway
"it describes a challenge, the challenge of life.","it describes a challenge, the challenge of life."
it could be his last adventure.,it could be his last adventure.
"by surprise he comes across the biggest fish he has ever seen, a beautiful marlin.","by surprise he comes across the biggest fish he has ever seen, a beautiful marlin."
they are going to be one thing linked together.,they are going to be one thing linked together.
"i think they're really brothers, they feel the same pain and fear during the battle.","i think they're really brothers, they feel the same pain and fear during the battle."
when the old man won the fight he felt sorry but pleased.,when the old man won the fight he felt sorry but pleased.
"dear sir or madam,","dear sir or madam,"
"i recently visited your theatre to see the musical show ""over the rainbow"".","i recently visited your theatre to see the musical show ""over the rainbow""."
instead of them you had different actors.,instead of them you had different actors.
i had to wait 45 minutes!,i had to wait 45 minutes!
for me it wasn't and because of that i ask you to give me my money back.,for me it wasn't and because of that i ask you to give me my money back.
please call me back soon.,please call me back soon.
yours faithfully,yours faithfully
carolina schwitt,carolina schwitt
how has modern technology changed your daily life?,how has modern technology changed your daily life?
"for example when i have to write a letter or do my homework, i always write it on the computer.","for example when i have to write a letter or do my homework, i always write it on the computer."
"dear mrs helen,","dear mrs helen,"
i cannot believe i'm the winner of your competition.,i cannot believe i'm the winner of your competition.
i'm really very happy.,i'm really very happy.
"as i am an athletic swimmer and a good surfer too, my choice from your attached list is naturally swimming and surfing.","as i am an athletic swimmer and a good surfer too, my choice from your attached list is naturally swimming and surfing."
i look forward to hearing from you.,i look forward to hearing from you.
yours sincerely,yours sincerely
hi kim!,hi kim!
the singer was fabulous and the musicians played fantastic songs.,the singer was fabulous and the musicians played fantastic songs.
it was the first time for me and i consider this experience the best of my life.,it was the first time for me and i consider this experience the best of my life.
i had to look after people near the stage.,i had to look after people near the stage.
at the same time i could enjoy the music!,at the same time i could enjoy the music!
i think this is what i particularly liked about this experience.,i think this is what i particularly liked about this experience.
i am looking forward to seeing you!,i am looking forward to seeing you!
love,love
"dear mr. smith,","dear mr. smith,"
yours faithfully,yours faithfully
people today are more open for the world.,people today are more open for the world.
"we have modern equipment for communication - phones, faxes, e-mail.","we have modern equipment for communication - phones, faxes, e-mail."
17th - june - 2000,17th - june - 2000
auda.,auda.
lolas 44,lolas 44
madrid 23456,madrid 23456
spain,spain
"dear sir,","dear sir,"
"unfortunately, pat wasn't very good at keeping secrets.","unfortunately, pat wasn't very good at keeping secrets."
i had also told sally my secret.,i had also told sally my secret.
it was terrible!,it was terrible!
!,!
one friend of mine told me that pat had told paul my secret and i went to speak with her.,one friend of mine told me that pat had told paul my secret and i went to speak with her.
"dear helen ryan,","dear helen ryan,"
if it is any problem let me know as soon as possible because i'll try to sort it out.,if it is any problem let me know as soon as possible because i'll try to sort it out.
on the other hand i think i would rather not sleep in a tent because i had a bad experience once and i would like to try log cabins.,on the other hand i think i would rather not sleep in a tent because i had a bad experience once and i would like to try log cabins.
"dear kim,","dear kim,"
see you soon.,see you soon.
best wishes.,best wishes.
i would like to suggest that more countries should be part of the festival if it is possible.,i would like to suggest that more countries should be part of the festival if it is possible.
it's a story of a special person who was born in my country and who is now known worldwide.,it's a story of a special person who was born in my country and who is now known worldwide.
this little man from israel died as the hero of all times.,this little man from israel died as the hero of all times.
"dear mr robertson,","dear mr robertson,"
we've just been told about your programme and i must say that we all like it!,we've just been told about your programme and i must say that we all like it!
this will be very enriching for us!,this will be very enriching for us!
this will take place in the central exhibition hall on tuesday 14th march.,this will take place in the central exhibition hall on tuesday 14th march.
we thought it would be a great experience for us since we quite don't have such opportunities in our everyday life!,we thought it would be a great experience for us since we quite don't have such opportunities in our everyday life!
i thought we should visit the science museum on monday afternoon so that we could do the river trip on tuesday morning just before going to the fashion show!,i thought we should visit the science museum on monday afternoon so that we could do the river trip on tuesday morning just before going to the fashion show!
it was dangerous but i knew i had to do it.,it was dangerous but i knew i had to do it.
someone had to react ...,someone had to react ...
i had to react!,i had to react!
"... otherwise i would have felt responsible for his death, for the rest of my life.","... otherwise i would have felt responsible for his death, for the rest of my life."
he had been chained and no way could he escape from his fate without some help!,he had been chained and no way could he escape from his fate without some help!
"i tiptoed as far as the house, carefully opened the door, and headed to george.","i tiptoed as far as the house, carefully opened the door, and headed to george."
dear sir or madam.,dear sir or madam.
not that i was very disappointed not to see the good actors!,not that i was very disappointed not to see the good actors!
i hope you will understand my disappointment and the reasons why i ask for my money back.,i hope you will understand my disappointment and the reasons why i ask for my money back.
"modern technologies are part of our daily life, everything we do is simplified by these new technologies.","modern technologies are part of our daily life, everything we do is simplified by these new technologies."
"finally, new technologies help us to save our free time and to work more quickly and more efficiently.","finally, new technologies help us to save our free time and to work more quickly and more efficiently."
13.jun.,13.jun.
"2000 dear sir or madam, i am very pleased to hear that i won the first prize in the competition.","2000 dear sir or madam, i am very pleased to hear that i won the first prize in the competition."
it would be great for me to go to the u.s.a as the prize and to stay for two weeks.,it would be great for me to go to the u.s.a as the prize and to stay for two weeks.
"also if i have to choose two of the activities, i would like to play tennis and to go surfing because playing tennis is my first choice and i am very good at it.","also if i have to choose two of the activities, i would like to play tennis and to go surfing because playing tennis is my first choice and i am very good at it."
"finally, i would like you to let me know which clothes would be suitable for the weather at that time and how much money i should take.","finally, i would like you to let me know which clothes would be suitable for the weather at that time and how much money i should take."
i look forward to hearing from you soon.,i look forward to hearing from you soon.
"yours faithfully, haneul gay kay.","yours faithfully, haneul gay kay."
"when you spend money on goods and services, it gives you satisfaction and happiness but going shopping is not always enjoyable.","when you spend money on goods and services, it gives you satisfaction and happiness but going shopping is not always enjoyable."
there are a few reasons.,there are a few reasons.
"london, june 17th","london, june 17th"
"dear sir,","dear sir,"
i'm looking forward to hearing from you soon.,i'm looking forward to hearing from you soon.
yours faithfully,yours faithfully
"dear helen,","dear helen,"
i have no time until christmas.,i have no time until christmas.
"so, i think the best time is july.","so, i think the best time is july."
i would like to know how interesting it is to live in tents.,i would like to know how interesting it is to live in tents.
"if i can only choose two activities while i am at the camp, i would like climbing and basketball.","if i can only choose two activities while i am at the camp, i would like climbing and basketball."
i love it very much.,i love it very much.
"i would like to play basketball with local people at the camp to see how good they are, if i can.","i would like to play basketball with local people at the camp to see how good they are, if i can."
i look forward to hearing from you soon.,i look forward to hearing from you soon.
"yours sincerely,","yours sincerely,"
jia li lo,jia li lo
to: teacher cheng,to: teacher cheng
from: jia lo,from: jia lo
date: 13/06/00,date: 13/06/00
subject: a short video about daily life at school,subject: a short video about daily life at school
1.,1.
2.,2.
1.,1.
2.,2.
"in conclusion, the short video is only 60 minutes.","in conclusion, the short video is only 60 minutes."
it should include all those points lists above.,it should include all those points lists above.
"dear sir/madam,","dear sir/madam,"
i am also expecting to get some money back.,i am also expecting to get some money back.
"first of all, the show started 45 minutes late.","first of all, the show started 45 minutes late."
"instead of the famous actor danny brook, a very bad and disappointing actor showed up.","instead of the famous actor danny brook, a very bad and disappointing actor showed up."
watching the show plus the 45 minutes of delay made us hungry of course so we decided to eat at the theatre restaurant.,watching the show plus the 45 minutes of delay made us hungry of course so we decided to eat at the theatre restaurant.
"as it was too late, the restaurant was closed and we starved till we got to our homes.","as it was too late, the restaurant was closed and we starved till we got to our homes."
we were also disappointed because there were no discounts!,we were also disappointed because there were no discounts!
(as i mentioned above) i was very disappointed and i am asking for some money back if possible.,(as i mentioned above) i was very disappointed and i am asking for some money back if possible.
pat and secrets,pat and secrets
....,....
"unfortunately, pat wasn't very good at keeping secrets.","unfortunately, pat wasn't very good at keeping secrets."
"everybody was given a job, and pat's job was buying the cake and the candles.","everybody was given a job, and pat's job was buying the cake and the candles."
he went out of his house and got on his bike to go to the bakery.,he went out of his house and got on his bike to go to the bakery.
"after the conversation was over pat still wasn't aware of what he had done, and he didn't find out till the party took place.","after the conversation was over pat still wasn't aware of what he had done, and he didn't find out till the party took place."
saturday 17th june,saturday 17th june
"dear sir,","dear sir,"
i am writing to complain about your musical show.,i am writing to complain about your musical show.
in your advertisement you announced the actors were danny brook and tina truelove.,in your advertisement you announced the actors were danny brook and tina truelove.
they were replaced by less famous actors.,they were replaced by less famous actors.
i was terribly disappointed.,i was terribly disappointed.
i was very interested in visiting your theatre restaurant after the show but it seemed to me it was closed.,i was very interested in visiting your theatre restaurant after the show but it seemed to me it was closed.
your assistant prevented us from visiting it because it was too late and he was so busy.,your assistant prevented us from visiting it because it was too late and he was so busy.
i look forward to hearing from you.,i look forward to hearing from you.
"yours sincerely,","yours sincerely,"
17/06/2000,17/06/2000
"mr smith,","mr smith,"
thank you.,thank you.
yours faithfully,yours faithfully
"sadly, there is also a negative aspect.","sadly, there is also a negative aspect."
"dear mr redford,","dear mr redford,"
"i'm writing to you to complain about the problems which were shown at the ""over the rainbow"" musical show.","i'm writing to you to complain about the problems which were shown at the ""over the rainbow"" musical show."
i have also read that the show was supposed to start at 19:30 but it didn't.,i have also read that the show was supposed to start at 19:30 but it didn't.
you have also advertised that there would be discounts available but there weren't and that we could visit the theatre restaurant after the show but it was closed because they were redecorating it.,you have also advertised that there would be discounts available but there weren't and that we could visit the theatre restaurant after the show but it was closed because they were redecorating it.
clothes will be bright coloured and loose.,clothes will be bright coloured and loose.
i don't think anyone will wear a suit as it will be old-fashioned.,i don't think anyone will wear a suit as it will be old-fashioned.
"dear sir,","dear sir,"
"so on saturday, june 7, i was there for the 7:30 pm show and here are my reasons for complaining.","so on saturday, june 7, i was there for the 7:30 pm show and here are my reasons for complaining."
no need to say how much i was disappointed to see that another actor was performing instead of danny brook and the actor didn't seem to have rehearsed the role very much.,no need to say how much i was disappointed to see that another actor was performing instead of danny brook and the actor didn't seem to have rehearsed the role very much.
"to sum up, it was not the ""perfect evening out!""","to sum up, it was not the ""perfect evening out!"""
you advertised.,you advertised.
i hope that you will understand my request and reply to me in a positive way by sending me a cheque to my address in france (see the letterhead).,i hope that you will understand my request and reply to me in a positive way by sending me a cheque to my address in france (see the letterhead).
looking forward to receiving your reply very soon.,looking forward to receiving your reply very soon.
"yours faithfully,","yours faithfully,"
"unfortunately, pat wasn't very good at keeping secrets.","unfortunately, pat wasn't very good at keeping secrets."
that's what i learned from my own experience.,that's what i learned from my own experience.
but i was too excited to keep it secret so i told pat that i had won a prize for five correct numbers and had her swear not to tell anyone.,but i was too excited to keep it secret so i told pat that i had won a prize for five correct numbers and had her swear not to tell anyone.
"well, they all seemed to be so different and behaved in such an unusual way each time they saw me that i began to think that they knew something about me.","well, they all seemed to be so different and behaved in such an unusual way each time they saw me that i began to think that they knew something about me."
dear ms. ryan,dear ms. ryan
"most of all, i am really interested in doing two activities.","most of all, i am really interested in doing two activities."
i am very good at tennis.,i am very good at tennis.
"so, i would like to try both of them.","so, i would like to try both of them."
i look forward to hearing from you.,i look forward to hearing from you.
yours sincerely,yours sincerely
jae hwa.,jae hwa.
kim.,kim.
there was a meeting to talk about a video about daily life at our school.,there was a meeting to talk about a video about daily life at our school.
"it was thought that a normal, regular lesson, 3 optional lessons and a great deal of activities should be filmed.","it was thought that a normal, regular lesson, 3 optional lessons and a great deal of activities should be filmed."
i feel that these are what students really prefer to learn.,i feel that these are what students really prefer to learn.
"as well as that, if we filmed famous students and teachers in our school, it would be a fantastic video.","as well as that, if we filmed famous students and teachers in our school, it would be a fantastic video."
"in my opinion, students can learn english from wide activities as well as lessons.","in my opinion, students can learn english from wide activities as well as lessons."
that's why they prefer to film a lot of activities.,that's why they prefer to film a lot of activities.
"dear madam,","dear madam,"
i am very happy to hear that i've won first prize in your competition.,i am very happy to hear that i've won first prize in your competition.
below i provide you with the information that you asked me for.,below i provide you with the information that you asked me for.
i would like to travel in july.,i would like to travel in july.
i already have plans for my holiday and july suits me the best.,i already have plans for my holiday and july suits me the best.
the activities i would like to do during my stay are golf and surfing.,the activities i would like to do during my stay are golf and surfing.
i have two questions.,i have two questions.
am i supposed to take an outfit for sports as well?,am i supposed to take an outfit for sports as well?
the other question is about money.,the other question is about money.
yours sincerely,yours sincerely
adalbert turnau,adalbert turnau
some people may think that school is boring and nothing interesting ever happens there.,some people may think that school is boring and nothing interesting ever happens there.
i hope that after seeing this video most people will change their view on that topic.,i hope that after seeing this video most people will change their view on that topic.
"to make that happen, we have to find some interesting activities to film.","to make that happen, we have to find some interesting activities to film."
"the first thing to be filmed is our english lesson, because our teacher mr. s. has a lot of weird ideas and we could get a lot of fun moments on tape.","the first thing to be filmed is our english lesson, because our teacher mr. s. has a lot of weird ideas and we could get a lot of fun moments on tape."
the chemistry lesson should be filmed because we do a lot of interesting experiments there.,the chemistry lesson should be filmed because we do a lot of interesting experiments there.
"as for other activities, there is a jiu-jitsu class after regular lessons.","as for other activities, there is a jiu-jitsu class after regular lessons."
"dear mr smith,","dear mr smith,"
"for those reasons i ask you for some money back, sure of my good reasons.","for those reasons i ask you for some money back, sure of my good reasons."
greetings,greetings
"unfortunately, pat wasn't very good at keeping secrets.","unfortunately, pat wasn't very good at keeping secrets."
i feel sad and shocked.,i feel sad and shocked.
dear sir/madam:,dear sir/madam:
"i went to the musical to see danny brook acting and singing, but he didn't appear.","i went to the musical to see danny brook acting and singing, but he didn't appear."
"instead of him, there was an unknown actor, who i dislike.","instead of him, there was an unknown actor, who i dislike."
"also, the musical did not start at 19.30, it started forty-five minutes later.","also, the musical did not start at 19.30, it started forty-five minutes later."
"finally, the theatre restaurant was closed because it was sunday.","finally, the theatre restaurant was closed because it was sunday."
"yours faithfully,","yours faithfully,"
"unfortunately, pat wasn't very good at keeping secrets.","unfortunately, pat wasn't very good at keeping secrets."
that's why i didn't want to tell him that i had failed my natural science final exam.,that's why i didn't want to tell him that i had failed my natural science final exam.
"dear helen ryan,","dear helen ryan,"
"first of all, i would like to travel in july because i am planning to visit my mum in korea in august.","first of all, i would like to travel in july because i am planning to visit my mum in korea in august."
i also prefer staying in log cabins to tents.,i also prefer staying in log cabins to tents.
how romantic it will be!,how romantic it will be!
"moreover, i am very good at singing as well as playing the piano.","moreover, i am very good at singing as well as playing the piano."
what's the weather like in california?,what's the weather like in california?
i look forward to hearing from you.,i look forward to hearing from you.
"yours sincerely,","yours sincerely,"
"dear kim,","dear kim,"
how are things these days?,how are things these days?
you remember i helped people at a pop concert as a nurse last month?,you remember i helped people at a pop concert as a nurse last month?
"as you know, i've not been keen on pop music - i've always thought it was not only noisy but also even rubbish.","as you know, i've not been keen on pop music - i've always thought it was not only noisy but also even rubbish."
"it was really great to have talked with famous pop singers, bands, and tv stars.","it was really great to have talked with famous pop singers, bands, and tv stars."
"we usually are apt to think famous stars to be arrogant and nasty, but they weren't at all.","we usually are apt to think famous stars to be arrogant and nasty, but they weren't at all."
it was absolutely our prejudice.,it was absolutely our prejudice.
"they were very kind, soft, well-behaved, even modest.","they were very kind, soft, well-behaved, even modest."
"their attitudes towards people, their costumes, their songs - everything was really fantastic.","their attitudes towards people, their costumes, their songs - everything was really fantastic."
i was definitely over the moon!,i was definitely over the moon!
"love,","love,"
"dear mrs ryan,","dear mrs ryan,"
i am writing in reply to your letter asking for further information from me.,i am writing in reply to your letter asking for further information from me.
"however, i would like to know what kind of clothes i should take and if it is possible for you to tell me how much money i will need.","however, i would like to know what kind of clothes i should take and if it is possible for you to tell me how much money i will need."
i would appreciate it if you could send me a reply at your earliest convenience.,i would appreciate it if you could send me a reply at your earliest convenience.
"yours sincerely,","yours sincerely,"
"i think that when you want to buy something you have to be sure of what you really need, if not the shop assistant has the ability to persuade you to buy something you do not want.","i think that when you want to buy something you have to be sure of what you really need, if not the shop assistant has the ability to persuade you to buy something you do not want."
"dear sir,","dear sir,"
thank you from you,thank you from you
what will clothes be like 100 years from now?,what will clothes be like 100 years from now?
will they wear anything?,will they wear anything?
"from my point of view, i think people will wear more clothes that are see-through in particular.","from my point of view, i think people will wear more clothes that are see-through in particular."
"dear mrs ryan,","dear mrs ryan,"
i am writing to provide you with the information you require.,i am writing to provide you with the information you require.
"furthermore, i would be grateful if you could tell me what type of clothes i have to take.","furthermore, i would be grateful if you could tell me what type of clothes i have to take."
i look forward to hearing from you.,i look forward to hearing from you.
"yours sincerely,","yours sincerely,"
"dear kim,","dear kim,"
"then, they went to the airport, and my dream finished.","then, they went to the airport, and my dream finished."
"love,","love,"
"dear helen ryan,","dear helen ryan,"
"i am very happy to answer your letter, which i received this morning.","i am very happy to answer your letter, which i received this morning."
"dear kim,","dear kim,"
i was very happy to receive your letter.,i was very happy to receive your letter.
write to me and tell me about your concert.,write to me and tell me about your concert.
give my regards to your boyfriend.,give my regards to your boyfriend.
with love.,with love.
dear helen ryan,dear helen ryan
here is some information you asked for and also a few questions.,here is some information you asked for and also a few questions.
"i would like to travel in july, as it will be summer, and the weather will be nicer.","i would like to travel in july, as it will be summer, and the weather will be nicer."
